,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X
Datetime,,,,,,,,,,,,,,,,,,
2023-09-06 02:05:00+01:00,1.0722709894180298,,17.409700393676758,1.0722709894180298,,17.409700393676758,1.0722709894180298,,17.412399291992188,1.0722709894180298,,17.40049934387207,1.0722709894180298,,17.4060001373291,0.0,,0.0
2023-09-06 02:06:00+01:00,1.0722709894180298,0.5872335433959961,17.409700393676758,1.0722709894180298,0.5872335433959961,17.409700393676758,1.0722709894180298,0.5872335433959961,17.412500381469727,1.0722709894180298,0.5872335433959961,17.403499603271484,1.0722709894180298,0.5872335433959961,17.408000946044922,0.0,0.0,0.0
2023-09-06 02:07:00+01:00,1.0721560716629028,,17.402000427246094,1.0721560716629028,,17.402000427246094,1.0721560716629028,,17.412290573120117,1.0721560716629028,,17.398000717163086,1.0721560716629028,,17.408000946044922,0.0,,0.0
2023-09-06 02:08:00+01:00,1.0723860263824463,0.5874060392379761,17.40904998779297,1.0723860263824463,0.5874060392379761,17.40904998779297,1.0723860263824463,0.5874060392379761,17.409870147705078,1.0723860263824463,0.5874060392379761,17.396499633789062,1.0723860263824463,0.5874060392379761,17.396499633789062,0.0,0.0,0.0
2023-09-06 02:09:00+01:00,,,17.406999588012695,,,17.406999588012695,,,17.409259796142578,,,17.40049934387207,,,17.406400680541992,,,0.0
2023-09-06 02:10:00+01:00,1.0723860263824463,0.5874060392379761,17.409000396728516,1.0723860263824463,0.5874060392379761,17.409000396728516,1.0723860263824463,0.5874060392379761,17.412799835205078,1.0723860263824463,0.5874060392379761,17.402999877929688,1.0723860263824463,0.5874060392379761,17.40679931640625,0.0,0.0,0.0
2023-09-06 02:11:00+01:00,1.0722709894180298,,17.404499053955078,1.0722709894180298,,17.404499053955078,1.0722709894180298,,17.412500381469727,1.0722709894180298,,17.402999877929688,1.0722709894180298,,17.408899307250977,0.0,,0.0
2023-09-06 02:12:00+01:00,1.0723860263824463,0.5872335433959961,17.40999984741211,1.0723860263824463,0.5872335433959961,17.40999984741211,1.0723860263824463,0.5872335433959961,17.4153995513916,1.0723860263824463,0.5872335433959961,17.405000686645508,1.0723860263824463,0.5872335433959961,17.409000396728516,0.0,0.0,0.0
2023-09-06 02:13:00+01:00,1.0723860263824463,,17.408700942993164,1.0723860263824463,,17.408700942993164,1.0723860263824463,,17.414960861206055,1.0723860263824463,,17.40399932861328,1.0723860263824463,,17.412700653076172,0.0,,0.0
